state_name,year,industry_code,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay,lq_avg_annual_pay,lq_annual_avg_emplvl
Alaska,2023,513110,NAICS 513110 Newspaper publishers,19,231,9899409,42932,0.6,1.14
Alaska,2024,513110,NAICS 513110 Newspaper publishers,21,205,9147021,44620,0.59,1.08
Arizona,2000,511110,Newspaper publishers,116,6929,361651481,52192,1.63,0.97
Arkansas,2012,10,"Total, all industries",80740,944388,35774521402,37881,0.99,0.98
Arkansas,1993,511110,Newspaper publishers,136,3500,57707419,16487,0.84,0.91
California,2015,511110,Newspaper publishers,531,13449,770411074,57286,1.02,0.6
Colorado,1998,511110,Newspaper publishers,181,7713,229779962,29793,0.92,1.13
Colorado,2011,511110,Newspaper publishers,152,3994,169695025,42483,0.95,0.98
Colorado,2017,511110,NAICS 511110 Newspaper publishers,131,2726,133605889,49015,0.93,0.94
Connecticut,2022,513110,NAICS 513110 Newspaper publishers,66,1080,71420483,66110,0.79,0.95
Delaware,2007,511110,Newspaper publishers,16,1094,40127601,36671,0.81,1.0
Pennsylvania,2003,511110,Newspaper publishers,332,20820,731945508,35157,0.96,1.27
Rhode Island,2021,10,"10 Total, all industries",42220,404284,24524444651,60662,0.97,1.02
South Carolina,2018,511110,NAICS 511110 Newspaper publishers,107,2089,82393011,39449,0.96,1.0
South Carolina,2023,513110,NAICS 513110 Newspaper publishers,109,1087,57253901,52680,0.88,0.78
Tennessee,1992,10,"Total, all industries",104011,1848802,41869034176,22647,1.01,1.02
Texas,2019,10,"10 Total, all industries",698138,10694544,649760840965,60756,1.02,1.0
Texas,2007,511110,Newspaper publishers,603,18596,798568486,42944,1.01,0.71
West Virginia,2010,10,"Total, all industries",44384,549769,20336721275,36991,0.99,0.96
Wisconsin,2008,10,"Total, all industries",152628,2388500,92544745133,38746,0.99,1.03
Wisconsin,2024,10,"10 Total, all industries",200136,2556784,163109763226,63795,1.0,1.02
Wyoming,2020,10,"10 Total, all industries",25827,196823,9887565212,50236,0.98,0.89
West Virginia,2018,10,"10 Total, all industries",47091,559118,25593046223,45774,0.99,0.95
West Virginia,2024,513110,NAICS 513110 Newspaper publishers,63,680,25401508,37373,0.61,1.7
Wisconsin,1991,10,"Total, all industries",113616,1917357,40850795218,21306,0.99,1.03
Wisconsin,1992,10,"Total, all industries",118041,1960917,44133178734,22506,0.99,1.03
Wyoming,2011,10,"Total, all industries",23545,208892,8963681074,42911,0.99,0.91
Puerto Rico,2015,10,"Total, all industries",43989,671398,17556605179,26149,0.95,0.88
Alabama,2005,10,"Total, all industries",110621,1548068,52648069608,34009,0.99,0.97
Alabama,2004,511110,Newspaper publishers,140,4202,147490020,35103,1.08,0.78
Alaska,2021,10,"10 Total, all industries",21446,232510,14379194739,61843,0.98,0.89
Arizona,2009,10,"Total, all industries",146038,1993844,84039326325,42149,0.99,1.0
California,2007,511110,Newspaper publishers,723,27516,1320062761,47975,0.99,0.68
Georgia,1990,10,"Total, all industries",153272,2422482,53497892091,22084,1.01,0.99
Hawaii,1992,10,"Total, all industries",30409,439325,10803803731,24592,0.97,0.97
Hawaii,2002,10,"Total, all industries",34278,444519,13756398664,30947,0.95,0.95
Hawaii,2024,10,"10 Total, all industries",58105,516912,33528476276,64863,0.96,0.94
Idaho,2003,511110,Newspaper publishers,70,1973,50606716,25646,0.9,1.14
Illinois,2014,10,"Total, all industries",404171,4974896,270067548540,54286,1.0,1.02
Illinois,2016,10,"10 Total, all industries",387675,5112176,290515902087,56828,1.01,1.02
Illinois,2019,10,"10 Total, all industries",365816,5211856,323786474250,62125,1.01,1.02
Illinois,2005,511110,Newspaper publishers,405,15985,630377992,39435,0.93,0.99
Indiana,2007,511110,Newspaper publishers,183,8174,267772328,32760,0.91,1.09
Iowa,1995,10,"Total, all industries",80172,1106931,24781764632,22388,0.99,1.0
Iowa,1993,511110,Newspaper publishers,307,6595,113916814,17273,0.84,1.35
Iowa,2019,511110,NAICS 511110 Newspaper publishers,213,2763,97313053,35216,0.77,2.0
Kentucky,1995,10,"Total, all industries",87921,1327236,30735231148,23157,1.0,1.0
Kentucky,2020,10,"10 Total, all industries",121622,1511919,77032367512,50950,1.0,0.99
Maine,1996,511110,Newspaper publishers,84,2667,68700230,25758,1.1,1.41
Maryland,2008,10,"Total, all industries",162591,2067214,98286408255,47545,0.96,0.97
Maryland,1990,511110,Newspaper publishers,69,6393,157619161,24656,1.0,0.71
Maryland,2019,511110,NAICS 511110 Newspaper publishers,70,1642,83439994,50832,0.86,0.69
Massachusetts,2021,511110,NAICS 511110 Newspaper publishers,127,2735,178244013,65164,0.79,1.11
North Dakota,1996,511110,Newspaper publishers,77,1555,29298240,18841,0.9,1.51
North Dakota,2016,511110,NAICS 511110 Newspaper publishers,71,1050,40915145,38979,0.86,2.02
Ohio,2024,513110,NAICS 513110 Newspaper publishers,241,2833,176550071,62328,0.89,0.89
Oklahoma,2001,10,"Total, all industries",85226,1171362,32347733466,27615,0.99,0.95
Oklahoma,2023,10,"10 Total, all industries",123651,1342938,75222926738,56014,0.99,0.94
Oklahoma,1992,511110,Newspaper publishers,184,4678,87982934,18808,0.89,0.99
Oregon,2015,10,"Total, all industries",135949,1509012,72108203844,47785,0.99,1.0
Oregon,2002,511110,Newspaper publishers,124,4421,147854412,33445,1.02,0.93
Pennsylvania,2020,511110,NAICS 511110 Newspaper publishers,239,5441,259845173,47759,0.83,1.22
Rhode Island,2014,10,"Total, all industries",35059,404329,19188359195,47457,0.96,1.03
Tennessee,2006,10,"Total, all industries",132837,2325551,87439191678,37599,1.0,1.01
Tennessee,2010,511110,Newspaper publishers,179,5356,194270613,36273,0.95,1.06
Tennessee,2019,511110,NAICS 511110 Newspaper publishers,143,2585,106428804,41178,0.85,0.96
Texas,2024,10,"10 Total, all industries",828371,11906917,913701217794,76737,1.01,1.0
Utah,1999,10,"Total, all industries",60886,849613,23418306199,27563,0.99,0.99
Utah,2000,10,"Total, all industries",62719,869889,25160770701,28924,0.99,0.98
Alabama,1999,10,"Total, all industries",105125,1535049,42339352867,27582,0.98,0.97
Alabama,2011,10,"Total, all industries",109964,1449005,58109965111,40103,0.98,0.96
Alabama,2015,10,"Total, all industries",113005,1532167,66464741008,43380,0.98,0.96
Alabama,1994,511110,Newspaper publishers,135,4427,104335183,23566,1.01,0.69
Alaska,1993,10,"Total, all industries",15360,176814,5328112042,30134,0.95,0.86
Alaska,2008,10,"Total, all industries",19386,237708,10718688630,45092,0.99,0.9
Arkansas,1997,511110,Newspaper publishers,133,3672,74269590,20225,0.88,0.98
California,2004,10,"Total, all industries",1162915,12609942,555403065712,44045,0.99,1.0
California,2019,511110,NAICS 511110 Newspaper publishers,498,9265,592977734,64000,0.96,0.59
Colorado,2003,511110,Newspaper publishers,179,7021,263947160,37596,0.97,1.11
Colorado,2010,511110,Newspaper publishers,166,4308,175495042,40737,0.92,1.0
Connecticut,2011,10,"Total, all industries",106772,1374773,85278247812,62031,1.02,1.02
Connecticut,2001,511110,Newspaper publishers,113,6234,227880617,36555,0.8,1.2
Connecticut,2005,511110,Newspaper publishers,103,5692,222753438,39133,0.77,1.23
Florida,2004,10,"Total, all industries",517626,6423693,221216997632,34438,0.98,1.03
Georgia,2005,10,"Total, all industries",245403,3288867,129957277920,39514,1.01,0.99
Georgia,2002,511110,Newspaper publishers,248,13326,412154848,30929,0.89,1.16
Georgia,2017,511110,NAICS 511110 Newspaper publishers,212,4866,546911222,112387,2.32,1.0
New York,2022,513110,NAICS 513110 Newspaper publishers,387,12330,1465824559,118885,1.28,1.92
North Carolina,2013,511110,Newspaper publishers,214,5607,198840783,35465,0.88,0.88
North Dakota,2009,10,"Total, all industries",23513,283716,10118988560,35666,1.0,0.98
Oregon,2018,10,"10 Total, all industries",149168,1648323,85839069410,52077,0.98,1.01
Pennsylvania,2006,10,"Total, all industries",319383,4890795,200616268781,41019,0.99,1.04
Pennsylvania,2016,10,"10 Total, all industries",339231,5062672,263790500514,52105,1.0,1.04
Pennsylvania,2005,511110,Newspaper publishers,341,19922,732350833,36762,0.96,1.28
Rhode Island,2011,511110,Newspaper publishers,41,998,45360432,45459,1.09,1.2
South Carolina,1995,511110,Newspaper publishers,105,4513,117089721,25945,1.14,0.76
South Carolina,2019,511110,NAICS 511110 Newspaper publishers,109,1740,76105195,43739,1.01,0.92
South Dakota,1993,10,"Total, all industries",22511,245143,4392668092,17919,0.98,0.97
South Dakota,2009,511110,Newspaper publishers,93,1406,35371982,25152,0.8,1.68
South Dakota,2018,511110,NAICS 511110 Newspaper publishers,89,904,27299632,30188,0.75,2.11
Alabama,2001,10,"Total, all industries",106449,1518804,44853326433,29532,0.98,0.97
Arkansas,2006,10,"Total, all industries",77010,973615,30995028225,31835,0.99,0.99
Colorado,2016,10,"10 Total, all industries",188498,2146791,117801103336,54873,1.01,0.99
Connecticut,1990,511110,Newspaper publishers,117,7684,191867305,24971,0.87,1.13
Delaware,2004,10,"Total, all industries",28680,356173,15081359183,42343,1.0,1.03
Delaware,2022,10,"10 Total, all industries",40175,392082,26971747152,68791,1.01,1.0
Delaware,2020,511110,NAICS 511110 Newspaper publishers,15,351,18351850,52260,0.9,1.01
Delaware,2024,513110,NAICS 513110 Newspaper publishers,17,333,18292325,54932,0.72,1.21
Florida,1991,511110,Newspaper publishers,286,24683,614636930,24901,1.16,1.15
Hawaii,2000,511110,Newspaper publishers,36,1647,74987855,45539,1.52,0.93
Idaho,2018,10,"10 Total, all industries",60875,611396,26218444951,42883,1.0,0.98
Illinois,2006,10,"Total, all industries",340986,5012850,229951135815,45872,1.01,1.02
Illinois,1991,511110,Newspaper publishers,380,19942,491186770,24631,0.96,0.96
Florida,2002,511110,Newspaper publishers,341,22323,800529310,35861,1.13,1.03
Florida,2018,511110,NAICS 511110 Newspaper publishers,300,6952,352214744,50664,1.1,0.8
Illinois,2003,511110,Newspaper publishers,401,16569,630685093,38064,0.95,0.97
Illinois,2017,511110,NAICS 511110 Newspaper publishers,296,6290,317897471,50541,0.94,0.95
Indiana,2000,10,"Total, all industries",147260,2550717,79135509394,31025,1.0,1.03
Indiana,1996,511110,Newspaper publishers,220,9650,215380330,22320,0.86,0.99
Iowa,2008,511110,Newspaper publishers,266,5426,160852585,29643,0.84,1.52
Kansas,2010,511110,Newspaper publishers,149,2692,75626889,28097,0.78,1.05
Nebraska,2008,10,"Total, all industries",55712,766991,27456464479,35798,0.99,0.99
Nebraska,2015,511110,Newspaper publishers,137,2361,71611575,30331,0.77,1.8
New Hampshire,2010,511110,Newspaper publishers,53,1462,52661655,36014,0.85,1.23
New Jersey,1997,10,"Total, all industries",235601,3075516,117767125877,38292,1.0,1.01
New Jersey,1997,511110,Newspaper publishers,184,17205,713522395,41471,1.09,1.38
New Mexico,1995,511110,Newspaper publishers,63,2220,47298521,21309,0.95,0.91
North Carolina,1998,10,"Total, all industries",194069,3129326,87776619148,28050,1.0,1.0
New York,2002,511110,Newspaper publishers,454,25857,1314371398,50833,1.12,1.03
Oklahoma,2004,10,"Total, all industries",87005,1130802,34431858999,30449,1.0,0.94
Oklahoma,1997,511110,Newspaper publishers,176,4614,100520877,21784,0.91,0.98
Oklahoma,2009,511110,Newspaper publishers,167,3443,119370784,34676,0.99,1.07
Oklahoma,2022,513110,NAICS 513110 Newspaper publishers,139,1056,38002716,35996,0.64,0.94
Rhode Island,2002,10,"Total, all industries",33502,404008,13429118732,33240,0.96,1.03
Alabama,1998,10,"Total, all industries",104578,1522419,40399407890,26536,0.99,0.97
Alabama,1995,511110,Newspaper publishers,136,4581,109485998,23900,1.0,0.71
Alaska,2019,10,"10 Total, all industries",20162,249300,14065906351,56422,0.98,0.9
Arkansas,2023,10,"10 Total, all industries",98261,1082358,60552825175,55945,1.0,0.99
Arkansas,2018,511110,NAICS 511110 Newspaper publishers,90,1755,55743034,31756,0.78,1.45
California,2008,10,"Total, all industries",1293475,13039293,661146094017,50704,0.99,1.0
California,2011,10,"Total, all industries",1343082,12265487,666569236715,54345,0.99,1.01
Colorado,2014,511110,Newspaper publishers,144,3301,152774097,46282,0.95,0.92
Delaware,2000,10,"Total, all industries",24333,355512,13080430002,36793,1.0,1.03
Delaware,2017,511110,NAICS 511110 Newspaper publishers,15,460,21713635,47161,0.91,0.93
Florida,2002,10,"Total, all industries",469164,6149892,195667179542,31816,0.99,1.02
Florida,2013,10,"Total, all industries",617861,6491842,278509657617,42901,0.98,1.02
Florida,2014,511110,Newspaper publishers,343,10231,474157667,46347,1.12,0.89
Idaho,2012,10,"Total, all industries",50174,503774,18076304777,35882,0.99,0.98
Indiana,1992,511110,Newspaper publishers,213,9081,176474784,19433,0.82,0.93
Iowa,1998,10,"Total, all industries",86212,1188903,30703003270,25825,0.99,1.0
Iowa,2010,511110,Newspaper publishers,262,4450,132035106,29671,0.84,1.57
Kansas,2005,511110,Newspaper publishers,162,3715,93880369,25268,0.77,1.01
Massachusetts,1990,511110,Newspaper publishers,217,13914,376614614,27068,1.02,1.13
Michigan,1992,511110,Newspaper publishers,253,13985,378945218,27097,1.0,0.92
Minnesota,2008,511110,Newspaper publishers,316,7242,284144785,39234,0.9,1.13
Minnesota,2018,511110,NAICS 511110 Newspaper publishers,275,3998,179006016,44772,0.84,1.38
Missouri,2020,511110,NAICS 511110 Newspaper publishers,216,2514,98902860,39347,0.79,1.15
Nevada,2011,10,"Total, all industries",70237,969984,40406405044,41657,0.97,1.04
New Hampshire,2009,511110,Newspaper publishers,55,1570,56401923,35923,0.85,1.21
New Jersey,2020,10,"10 Total, all industries",277684,3205532,237549058314,74106,1.0,1.01
New Jersey,1993,511110,Newspaper publishers,167,15647,510915675,32653,1.04,1.16
New Jersey,2006,511110,Newspaper publishers,218,14522,780795310,53765,1.08,1.36
Puerto Rico,2013,511110,Newspaper publishers,13,1825,65545036,35917,1.45,1.24
Nebraska,2006,10,"Total, all industries",53904,748399,25004559426,33411,0.99,0.98
Nebraska,1996,511110,Newspaper publishers,141,3866,83149307,21510,0.94,1.34
Nebraska,1997,511110,Newspaper publishers,140,3883,89335407,23009,0.95,1.35
New Hampshire,1991,10,"Total, all industries",33923,406209,9496027646,23377,1.01,1.03
New Jersey,2013,511110,Newspaper publishers,150,6722,413573640,61525,1.12,1.11
North Dakota,2015,10,"Total, all industries",30043,367138,18936506612,51579,1.02,0.99
North Dakota,1993,511110,Newspaper publishers,77,1584,26605325,16800,0.91,1.51
North Dakota,2022,513110,NAICS 513110 Newspaper publishers,64,570,26273961,46061,0.74,2.0
Maryland,1991,511110,Newspaper publishers,70,5989,157849049,26357,1.04,0.72
Michigan,1997,10,"Total, all industries",227660,3897551,178307768426,45749,1.04,1.03
Michigan,1991,511110,Newspaper publishers,242,14190,352899568,24869,0.95,0.92
Minnesota,2014,10,"Total, all industries",158030,2358269,122531788356,51958,1.01,1.02
Mississippi,2017,10,"10 Total, all industries",69163,894142,33917466104,37933,0.98,0.93
Montana,2003,10,"Total, all industries",39402,314240,8063221207,25659,0.96,0.95
Montana,1992,511110,Newspaper publishers,77,1717,28573529,16642,0.88,1.42
Nebraska,2024,513110,NAICS 513110 Newspaper publishers,126,899,37142282,41334,0.64,1.53
New Hampshire,2017,10,"10 Total, all industries",49348,569014,31778258748,55848,1.01,1.02
New Hampshire,2014,511110,Newspaper publishers,43,1114,40503661,36359,0.77,1.2
New Jersey,1996,10,"Total, all industries",230195,3004354,106310355257,35385,1.0,1.01
North Carolina,2011,10,"Total, all industries",246405,3158293,132436432908,41933,1.0,0.98
North Carolina,2019,10,"10 Total, all industries",278786,3793234,199152630808,52502,1.0,0.99
North Dakota,2009,511110,Newspaper publishers,74,1290,37883922,29377,0.87,1.72
Ohio,2013,511110,Newspaper publishers,293,9315,442007687,47449,1.15,1.14
Oklahoma,2017,10,"10 Total, all industries",104615,1260205,56924235599,45171,1.0,0.94
Nebraska,2005,511110,Newspaper publishers,141,3455,88671145,25661,0.82,1.38
New Mexico,1994,10,"Total, all industries",41373,493672,10522834653,21315,0.97,0.93
New Mexico,2017,10,"10 Total, all industries",53995,633035,26625642122,42060,0.97,0.92
New York,1994,10,"Total, all industries",478280,6337076,210174847657,33166,1.01,0.98
North Carolina,1995,10,"Total, all industries",173946,2894087,69917347375,24159,1.0,1.01
North Carolina,2023,513110,NAICS 513110 Newspaper publishers,199,1784,93551526,52444,0.77,0.59
Ohio,2002,10,"Total, all industries",274375,4576369,154229328220,33701,0.99,1.02
Ohio,2010,10,"Total, all industries",270815,4169532,171116886312,41040,0.99,1.02
Ohio,2020,10,"10 Total, all industries",290789,4418269,244723078842,55389,0.99,1.02
Ohio,1990,511110,Newspaper publishers,280,18729,440788567,23536,1.05,0.93
Maine,1991,10,"Total, all industries",34577,412397,8351406526,20251,0.98,0.98
Maine,1997,511110,Newspaper publishers,90,2679,67718171,25278,1.03,1.42
Maryland,2001,10,"Total, all industries",145317,1980057,73354440989,37047,0.97,0.97
Maryland,2003,10,"Total, all industries",148573,1983840,77677539088,39155,0.97,0.97
Massachusetts,2008,10,"Total, all industries",206680,2831525,162197584912,57283,1.01,1.04
Massachusetts,1992,511110,Newspaper publishers,207,12706,375408721,29547,1.02,1.18
Massachusetts,1998,511110,Newspaper publishers,212,11753,443937016,37772,1.01,1.12
Michigan,1997,511110,Newspaper publishers,284,13273,387988097,29232,0.67,0.85
Minnesota,1993,10,"Total, all industries",121012,1857247,47049536385,25333,1.0,1.03
Mississippi,2008,511110,Newspaper publishers,117,2515,72539159,28847,0.9,0.93
Puerto Rico,2014,10,"Total, all industries",44996,677460,17338115321,25593,0.95,0.88
Virgin Islands,2004,511110,Newspaper publishers,2,0,0,0,0.0,0.0
Georgia,2019,511110,NAICS 511110 Newspaper publishers,210,3982,392632301,98596,1.9,0.99
Idaho,1992,511110,Newspaper publishers,63,1788,29589154,16548,0.81,1.08
Illinois,1992,511110,Newspaper publishers,391,19285,509271538,26408,0.97,0.95
Illinois,2001,511110,Newspaper publishers,403,17891,651230998,36401,0.96,0.98
Indiana,2008,10,"Total, all industries",155007,2463458,94731039705,38455,1.01,1.02
Kentucky,2002,10,"Total, all industries",102702,1425851,43812708349,30727,1.0,0.99
Kentucky,2004,10,"Total, all industries",99903,1439029,47378920419,32924,1.0,0.99
Kentucky,2005,10,"Total, all industries",100648,1464009,49390276839,33736,1.0,0.99
